column_position_1based,definition,gene_label,schema_role,source_path,units
146,Source-provided gene/feature label; no independent ontology verification.,ABL2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
147,Source-provided gene/feature label; no independent ontology verification.,ABLIM1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
148,Source-provided gene/feature label; no independent ontology verification.,ABLIM2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
149,Source-provided gene/feature label; no independent ontology verification.,ABLIM3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
150,Source-provided gene/feature label; no independent ontology verification.,ABO,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
151,Source-provided gene/feature label; no independent ontology verification.,ABR,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
152,Source-provided gene/feature label; no independent ontology verification.,ABR-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
153,Source-provided gene/feature label; no independent ontology verification.,ABRA,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
154,Source-provided gene/feature label; no independent ontology verification.,ABRACL,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
155,Source-provided gene/feature label; no independent ontology verification.,ABRAXAS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
156,Source-provided gene/feature label; no independent ontology verification.,ABRAXAS1P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
157,Source-provided gene/feature label; no independent ontology verification.,ABRAXAS1P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
158,Source-provided gene/feature label; no independent ontology verification.,ABRAXAS2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
159,Source-provided gene/feature label; no independent ontology verification.,ABT1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
160,Source-provided gene/feature label; no independent ontology verification.,ABT1P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
161,Source-provided gene/feature label; no independent ontology verification.,ABTB1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
162,Source-provided gene/feature label; no independent ontology verification.,ABTB2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
163,Source-provided gene/feature label; no independent ontology verification.,ABTB3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
164,Source-provided gene/feature label; no independent ontology verification.,ACAA1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
165,Source-provided gene/feature label; no independent ontology verification.,ACAA2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
166,Source-provided gene/feature label; no independent ontology verification.,ACAA2P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
167,Source-provided gene/feature label; no independent ontology verification.,ACACA,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
168,Source-provided gene/feature label; no independent ontology verification.,ACACB,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
169,Source-provided gene/feature label; no independent ontology verification.,ACAD10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
170,Source-provided gene/feature label; no independent ontology verification.,ACAD11,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
171,Source-provided gene/feature label; no independent ontology verification.,ACAD8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
172,Source-provided gene/feature label; no independent ontology verification.,ACAD9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
173,Source-provided gene/feature label; no independent ontology verification.,ACAD9-DT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
174,Source-provided gene/feature label; no independent ontology verification.,ACADL,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
175,Source-provided gene/feature label; no independent ontology verification.,ACADM,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
176,Source-provided gene/feature label; no independent ontology verification.,ACADS,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
177,Source-provided gene/feature label; no independent ontology verification.,ACADSB,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
178,Source-provided gene/feature label; no independent ontology verification.,ACADVL,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
179,Source-provided gene/feature label; no independent ontology verification.,ACAN,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
180,Source-provided gene/feature label; no independent ontology verification.,ACAP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
181,Source-provided gene/feature label; no independent ontology verification.,ACAP2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
182,Source-provided gene/feature label; no independent ontology verification.,ACAP2-IT1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
183,Source-provided gene/feature label; no independent ontology verification.,ACAP3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
184,Source-provided gene/feature label; no independent ontology verification.,ACAT1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
185,Source-provided gene/feature label; no independent ontology verification.,ACAT2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
186,Source-provided gene/feature label; no independent ontology verification.,ACBD3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
