prior_id,assertion_id,parameter_family,distribution,parameters,estimate,estimate_without_journal,independent_groups,calibration_status,availability,rationale
PRIOR_C-A16_context_specific,C-A16,context_specific,categorical_annotation,"{""context_id"":""CTX_1ec0509ad81b415c""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A16_direction,C-A16,direction,Dirichlet,"{""alpha"":[3.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_C-A16_effect_class,C-A16,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A16_existence,C-A16,existence,Beta,"{""alpha"":3.0,""beta"":1.0}",0.75,0.75,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_C-A16_expression,C-A16,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A16_genetic_modifier,C-A16,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A16_human_transportability,C-A16,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A16_magnitude,C-A16,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A16_protein_availability,C-A16,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A16_temporal,C-A16,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_context_specific,C-A17,context_specific,categorical_annotation,"{""context_id"":""CTX_a6d731c93600752c""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A17_direction,C-A17,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_C-A17_effect_class,C-A17,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A17_existence,C-A17,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_C-A17_expression,C-A17,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_genetic_modifier,C-A17,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_human_transportability,C-A17,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_magnitude,C-A17,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_protein_availability,C-A17,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_temporal,C-A17,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A18_context_specific,C-A18,context_specific,categorical_annotation,"{""context_id"":""CTX_d30cf808aebdd1cd""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A18_direction,C-A18,direction,Dirichlet,"{""alpha"":[1.0,2.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_C-A18_effect_class,C-A18,effect_class,categorical_annotation,"{""observed_direction"":""decrease""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A18_existence,C-A18,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_C-A18_expression,C-A18,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A18_genetic_modifier,C-A18,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A18_human_transportability,C-A18,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A18_magnitude,C-A18,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A18_protein_availability,C-A18,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A18_temporal,C-A18,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A19_context_specific,C-A19,context_specific,categorical_annotation,"{""context_id"":""CTX_6e01c342635e6508""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A19_direction,C-A19,direction,Dirichlet,"{""alpha"":[1.0,2.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_C-A19_effect_class,C-A19,effect_class,categorical_annotation,"{""observed_direction"":""decrease""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A19_existence,C-A19,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_C-A19_expression,C-A19,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A19_genetic_modifier,C-A19,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A19_human_transportability,C-A19,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A19_magnitude,C-A19,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A19_protein_availability,C-A19,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A19_temporal,C-A19,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A20_context_specific,C-A20,context_specific,categorical_annotation,"{""context_id"":""CTX_248741c25c8636ad""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A20_direction,C-A20,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A20_effect_class,C-A20,effect_class,categorical_annotation,"{""observed_direction"":""null""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A20_existence,C-A20,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A20_expression,C-A20,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A20_genetic_modifier,C-A20,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A20_human_transportability,C-A20,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A20_magnitude,C-A20,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A20_protein_availability,C-A20,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A20_temporal,C-A20,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A21_context_specific,C-A21,context_specific,categorical_annotation,"{""context_id"":""CTX_1b5c3d1313ec7ad8""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A21_direction,C-A21,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_C-A21_effect_class,C-A21,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A21_existence,C-A21,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_C-A21_expression,C-A21,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
