change_id,record_type,record_id,previous_version,new_version,change_type,old_record,new_record
DELTA_42c2f9bfe36b7877,prior_parameters,PRIOR_C-A19_genetic_modifier,0.1.0,0.2.0,modified,"{""assertion_id"":""C-A19"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_C-A19_genetic_modifier"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""C-A19"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_C-A19_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_42f485c03447e5a2,prior_parameters,PRIOR_XCH_A026_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A026"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A026_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_42f5bff1c0e0a79d,evidence_instances,EV_XRE-A07,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A07"",""causal_directness"":""Direct recorded assay contrast only; no unmeasured molecular transition inferred."",""cohort_id"":""XRE-CO02"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XRE-A07"",""evidence_relation"":""supports"",""evidence_summary"":""IL1B/shear-conditioned HUVEC supported greater neutrophil adhesion than static IL1B-conditioned HUVEC at eight to 24 hours."",""extraction_lane"":""receptor_expansion"",""limitations"":""Measured function is retained separately from E-selectin abundance. No receptor-blockade experiment establishes E-selectin-specific causation; no migration into tissue inferred."",""null_adequacy"":""not_applicable"",""qc_status"":""reviewed_extraction"",""source_id"":""XRE-S02"",""source_locator"":""root_il1_full.json: Neutrophil Binding Assays; Figure 3B and Results"",""tested_hypothesis"":""Shear during IL1B conditioning increases subsequent neutrophil adhesion to HUVEC relative to static IL1B conditioning."",""uncertainty"":""At least triplicate experiments; HUVEC pooled from at least three donors; neutrophil donors unavailable. Donor-level numerical precision unavailable.""}"
DELTA_43507b4fca1bbf92,prior_parameters,PRIOR_XCH_A003_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A003"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""increase\""}"",""prior_id"":""PRIOR_XCH_A003_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_43deabb7d94ea3b8,prior_parameters,PRIOR_XCH_A010_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A010"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A010_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_43e1ef34d9ad6afb,prior_parameters,PRIOR_XRE-A15_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A15"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""increase\""}"",""prior_id"":""PRIOR_XRE-A15_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_4469fbbe902dcb08,prior_parameters,PRIOR_XCI-A05_existence,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A05"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Beta"",""estimate"":0.6666666666666666,""estimate_without_journal"":0.6666666666666666,""independent_groups"":1,""parameter_family"":""existence"",""parameters"":""{\""alpha\"":2.0,\""beta\"":1.0}"",""prior_id"":""PRIOR_XCI-A05_existence"",""rationale"":""Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth.""}"
DELTA_44db3f2f381a4811,prior_parameters,PRIOR_P_A08_direction,0.1.0,0.2.0,modified,"{""assertion_id"":""P_A08"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""direction"",""parameters"":""{}"",""prior_id"":""PRIOR_P_A08_direction"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""P_A08"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""direction"",""parameters"":""{}"",""prior_id"":""PRIOR_P_A08_direction"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_4515f91ca6f6c210,prior_parameters,PRIOR_XRE-A09_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A09"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_8ca93c7e7cad3abd\""}"",""prior_id"":""PRIOR_XRE-A09_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_4592c72c114df716,prior_parameters,PRIOR_XCH_A023_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A023"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A023_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_45c776cb4914f50a,prior_parameters,PRIOR_P_A07_existence,0.1.0,0.2.0,modified,"{""assertion_id"":""P_A07"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""existence"",""parameters"":""{}"",""prior_id"":""PRIOR_P_A07_existence"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""P_A07"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Beta"",""estimate"":0.6,""estimate_without_journal"":0.6,""independent_groups"":1,""parameter_family"":""existence"",""parameters"":""{\""alpha\"":1.5,\""beta\"":1.0}"",""prior_id"":""PRIOR_P_A07_existence"",""rationale"":""Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth.""}"
DELTA_45d8845745477fb7,edge_assertions,XRE-A10,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A10"",""candidate_path"":""unavailable"",""context_id"":""CTX_b0b5203692457e4a"",""contradiction_group"":""unavailable"",""direction"":""no_detectable_change"",""evidence_tier"":""P1"",""measurement"":""binding"",""object_id"":""ENT_009c23f45be889f8"",""predicate"":""binding_not_detected_in_specificity_control"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_9a78f9a737146989""}"
DELTA_465e6a370a5aa41b,prior_parameters,PRIOR_C-A18_magnitude,0.1.0,0.2.0,modified,"{""assertion_id"":""C-A18"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_C-A18_magnitude"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""C-A18"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_C-A18_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_47196c17edb2b928,evidence_instances,EV_XCH_A014,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A014"",""causal_directness"":""Ligand-response experiment limited to the stated cells and assay; receptor identity not assigned without direct blockade."",""cohort_id"":""XCH_CO007"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCH_A014"",""evidence_relation"":""supports"",""evidence_summary"":""Rapidly purified T cells responded to CCL3 without anti-CD3 stimulation."",""extraction_lane"":""chemokine_expansion"",""limitations"":""Exact ligand-specific dose, donor count and magnitude unavailable. Prolonged 37-degree incubation reduced mobility in this methods study; no intrinsic activation requirement is inferred."",""null_adequacy"":""unavailable"",""qc_status"":""needs_full_text"",""source_id"":""XCH_S006"",""source_locator"":""Publisher excerpt: Rapidly purified T cells sentence; open3.json."",""tested_hypothesis"":""CCL3 affects rapidly purified unstimulated T-cell chemotaxis in the explicitly recorded context of XCH_A014"",""uncertainty"":""unavailable""}"
DELTA_47480f5bd5dfb653,prior_parameters,PRIOR_XRE-A16_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A16"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Dirichlet"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""direction"",""parameters"":""{\""alpha\"":[2.0,1.0,1.0],\""categories\"":[\""increase\"",\""decrease\"",\""other\""]}"",""prior_id"":""PRIOR_XRE-A16_direction"",""rationale"":""Direction uncertainty is separate from existence and from effect magnitude.""}"
DELTA_4769fb119ff7b519,prior_parameters,PRIOR_XRE-A14_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A14"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""association\""}"",""prior_id"":""PRIOR_XRE-A14_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_4789daacd05eb543,prior_parameters,PRIOR_XCI-A18_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A18"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A18_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_4881fd1b9bd9b0c9,prior_parameters,PRIOR_XCI-A08_expression,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A08"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A08_expression"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_48fc8a125c742e48,prior_parameters,PRIOR_XCH_A026_existence,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A026"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""existence"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A026_existence"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_4926db247adbbdd3,prior_parameters,PRIOR_XRE-A10_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A10"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A10_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_4926eb01f94550a9,edge_assertions,XRE-A07,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A07"",""candidate_path"":""unavailable"",""context_id"":""CTX_af12b47c69a05577"",""contradiction_group"":""unavailable"",""direction"":""increase"",""evidence_tier"":""P2"",""measurement"":""cellular_phenotype"",""object_id"":""ENT_0dbb53c937a0d150"",""predicate"":""higher_adhesion_with_simultaneous_shear"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_26871fd42dfc89a8""}"
DELTA_494bdb4e199d9bde,prior_parameters,PRIOR_C-A20_magnitude,0.1.0,0.2.0,modified,"{""assertion_id"":""C-A20"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_C-A20_magnitude"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""C-A20"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_C-A20_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
